,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,weo-country,weo-subject,unit,WEO Country,WEO Subject,Unit
0,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1980,1980-01-01,-0.362,-0.362,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
1,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1981,1981-01-01,-0.817,-0.817,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
2,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1982,1982-01-01,-0.949,-0.949,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
3,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1983,1983-01-01,-0.75,-0.75,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
4,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1984,1984-01-01,-1.051,-1.051,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
5,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1985,1985-01-01,-0.589,-0.589,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
6,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1986,1986-01-01,-0.706,-0.706,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
7,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1987,1987-01-01,-0.098,-0.098,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
8,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1988,1988-01-01,0.097,0.097,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
9,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1989,1989-01-01,-0.298,-0.298,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
10,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1990,1990-01-01,-0.685,-0.685,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
11,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1991,1991-01-01,-0.572,-0.572,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
12,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1992,1992-01-01,-1.008,-1.008,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
13,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1993,1993-01-01,-0.872,-0.872,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
14,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1994,1994-01-01,-0.288,-0.288,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
15,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1995,1995-01-01,-0.847,-0.847,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
16,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1996,1996-01-01,-0.541,-0.541,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
17,annual,IMF,WEO:2021-04,WEO by countries (2021-04 release),TUN.BCA.us_dollars,Tunisia – Current account balance (BCA) – U.S. dollars,1997,1997-01-01,-0.677,-0.677,TUN,BCA,us_dollars,Tunisia,Current account balance,U.S. dollars
